_id	data	hora	natureza_acidente	situacao	bairro	endereco	numero	detalhe_endereco_acidente	complemento	endereco_cruzamento	numero_cruzamento	referencia_cruzamento	bairro_cruzamento	tipo	descricao	auto	moto	ciclom	ciclista	pedestre	onibus	caminhao	viatura	outros	vitimas	vitimasfatais
5019	2016-06-22T00:00:00	17:34:00	SEM VÍTIMA	CANCELADA	VÁRZEA	RUA GENERAL POLIDORO	""	""	E/F AO CAPA DE OURO	RUA GENERAL POLIDORO	0	E/F AO CAPA DE OURO	VÁRZEA	COLISÃO	SEM VITIMAS	2									0	
5020	2016-06-22T00:00:00	18:13:00	SEM VÍTIMA	FINALIZADA	JORDÃO	AV MARIA IRENE	""	""	PROX AO POSTO TOTAL	AV MARIA IRENE	0	PROX AO POSTO TOTAL	JORDÃO	COLISÃO	TAXI E MOTO	1	1								0	
5021	2016-06-22T00:00:00	18:19:00	SEM VÍTIMA	CANCELADA	AFOGADOS	RUA COSME VIANA	""	""	NO SEMÁFORO 334	RUA COSME VIANA	0	NO SEMÁFORO 334	AFOGADOS	COLISÃO	AUTO E CAMINHÃO	1						1			0	
5022	2016-06-22T00:00:00	18:48:00	SEM VÍTIMA	CANCELADA	APIPUCOS	RUA DE APIPUCOS	""	""	ENFR AO MOTEL SENZALA	RUA DE APIPUCOS	0	ENFR AO MOTEL SENZALA	APIPUCOS	COLISÃO	DOIS AUTO	2									0	
5023	2016-06-22T00:00:00	19:18:00	SEM VÍTIMA	FINALIZADA	PAISSANDU	AV ENGENHEIRO AGAMENON DE MAGALHAES MELO	""	""	PISTA LOGAL SENTIDO OLINDA SEMAFORO 069	AV ENGENHEIRO AGAMENON DE MAGALHAES MELO	0	PISTA LOGAL SENTIDO OLINDA SEMAFORO 069	PAISSANDU	COLISÃO	AGENTE DA CTTU NO LOCAL DOIS AUTO	2									0	
5024	2016-06-22T00:00:00	19:56:00	SEM VÍTIMA	FINALIZADA	BOA VISTA	RUA JOSE DE ALENCAR	""	""	COM A VISCONDER DE COIANA	RUA JOSE DE ALENCAR	0	COM A VISCONDER DE COIANA	BOA VISTA	COLISÃO	""	3									0	
5025	2016-06-22T00:00:00	20:08:00	SEM VÍTIMA	FINALIZADA	TEJIPIÓ	AV DR JOSE RUFINO	""	""	NA CURVA DA JOSE RUFINO PROX AO METRO DE TEJIPIO	AV DR JOSE RUFINO	0	NA CURVA DA JOSE RUFINO PROX AO METRO DE TEJIPIO	TEJIPIÓ	COLISÃO	DOIS AUTO	2									0	
5026	2016-06-22T00:00:00	22:43:00	SEM VÍTIMA	FINALIZADA	ESTÂNCIA	AV ESTANCIA	""	""	DEPOIS DO COLEGIO VISÃO NA BIFURCAÇÃO	AV ESTANCIA	0	DEPOIS DO COLEGIO VISÃO NA BIFURCAÇÃO	ESTÂNCIA	COLISÃO	DOIS AUTO	2									0	
5027	2016-06-22T00:00:00	22:45:00	SEM VÍTIMA	FINALIZADA	SANTO AMARO	AV GOVERNADOR AGAMENON MAGALHAES	""	""	NA DESCIDA DO VIADUTO SOBRE A AV. JOÃO DE BARROS	AV GOVERNADOR AGAMENON MAGALHAES	0	NA DESCIDA DO VIADUTO SOBRE A AV. JOÃO DE BARROS	SANTO AMARO	COLISÃO	DOIS AUTOS	2									0	
5028	2016-06-22T00:00:00	23:28:00	SEM VÍTIMA	CANCELADA	JORDÃO	AV MARIA IRENE	""	""	EM FRENTE A BASE DA AERONAUTICA NO JORDAL	AV MARIA IRENE	0	EM FRENTE A BASE DA AERONAUTICA NO JORDAL	JORDÃO	COLISÃO	COLISAO ENTRE ONIBUS E AUTO S/V	1					1				0	
5029	2016-06-22T00:00:00	23:44:00	COM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA COPACABANA	""	""	NO CRUZAMENTO COM A VINTE DE JANEIRO, EM FRENTE AO COLEGIO FERNANDO MOTA	RUA COPACABANA	0	NO CRUZAMENTO COM A VINTE DE JANEIRO, EM FRENTE AO COLEGIO FERNANDO MOTA	BOA VIAGEM	COLISÃO	COLISAO ENTRE ONIBUS E AUTO// COM VITIMA	1					1				1	
5030	2016-06-23T00:00:00	01:11:00	SEM VÍTIMA	CANCELADA	IPSEP	AV RECIFE	""	""	NA ENTRADA DO IPSEP // PRÓXIMO A CASA DA BATERIA	AV RECIFE	0	NA ENTRADA DO IPSEP // PRÓXIMO A CASA DA BATERIA	IPSEP	COLISÃO	COLISÃO ENTRE DOIS AUTOS	2									0	
5031	2016-06-23T00:00:00	08:17:00	COM VÍTIMA	FINALIZADA	CASA FORTE	EST DAS UBAIAS,	170	""	HA 20 METROS DO MERCADINHO BOM DEMAIS	EST DAS UBAIAS,	170	HA 20 METROS DO MERCADINHO BOM DEMAIS	CASA FORTE	ATROPELAMENTO	ATROPELAMENTO COM UMA VITIMA A ESPERA DO SAMU,CTTU NO LOCAL GM NO LOCAL	1				1					1	
5032	2016-06-23T00:00:00	08:22:00	COM VÍTIMA	FINALIZADA	CASA AMARELA	RUA PADRE LEMOS	94	""	E/F AO MERCADO DE CASA AMARELA, NO LADO DIREITO DA VIA.	RUA PADRE LEMOS	94	E/F AO MERCADO DE CASA AMARELA, NO LADO DIREITO DA VIA.	CASA AMARELA	COLISÃO	ART 181	1	1								1	
5033	2016-06-23T00:00:00	09:03:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV CONSELHEIRO AGUIAR	""	""	EM FRENTE AO NUCLEO DE POLICIA DA CONS AGUIAR	AV CONSELHEIRO AGUIAR	0	EM FRENTE AO NUCLEO DE POLICIA DA CONS AGUIAR	BOA VIAGEM	COLISÃO	SEM VITIMAS	1					1				0	
5034	2016-06-23T00:00:00	09:42:00	SEM VÍTIMA	FINALIZADA	AREIAS	AV DR JOSE RUFINO	""	""	E/F A OSENAI. SENTIDO CENTRO, NO LADO DIREITO DA VIA.	AV DR JOSE RUFINO	0	E/F A OSENAI. SENTIDO CENTRO, NO LADO DIREITO DA VIA.	AREIAS	COLISÃO	SEM VÍTIMAS	1						1			0	
5035	2016-06-23T00:00:00	09:42:00	SEM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV RECIFE	""	""	EM FRENTE AO RESTAURANTE SAL E BRASA / SENTIDO BR	AV RECIFE	0	EM FRENTE AO RESTAURANTE SAL E BRASA / SENTIDO BR	IMBIRIBEIRA	COLISÃO	COLISÃO SEM VÍTIMA	1						1			0	
5036	2016-06-23T00:00:00	10:15:00	COM VÍTIMA	FINALIZADA	TORRE	RUA CONDE DE IRAJA	""	""	PROXIMO A IGREJA DA TORRE	RUA CONDE DE IRAJA	0	PROXIMO A IGREJA DA TORRE	TORRE	COLISÃO	COLISÃO AUTO E MOTO	1	1								1	
5037	2016-06-23T00:00:00	10:29:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV ENGENHEIRO DOMINGOS FERREIRA	574	""	EM FRENTE A DROGARIA SÃO PAULO	AV ENGENHEIRO DOMINGOS FERREIRA	574	EM FRENTE A DROGARIA SÃO PAULO	BOA VIAGEM	ACID. DE PERCURSO	USUARIO SOLICITA APOIO DA CTTU POIS A SUA MAE BATEU CONTRA UM POSTE DE SINALIZAÇÃODA FAIXA EXLUSIVA DOS ONIBUS										0	
5038	2016-06-23T00:00:00	10:43:00	SEM VÍTIMA	FINALIZADA	CURADO	BR 101 (DENTRO DA CEASA)	""	""	E/F AO GALPÃO GLP 1. PROX. AO MILHO	BR 101 (DENTRO DA CEASA)	0	E/F AO GALPÃO GLP 1. PROX. AO MILHO	CURADO	COLISÃO	SEM VÍTIMAS	1						1			0	
5039	2016-06-23T00:00:00	11:17:00	COM VÍTIMA	CANCELADA	JORDÃO	RUA BAHIA	30	""	EM FRENTE AO COLEGIO JORNALISTA COSTA PORTO	RUA BAHIA	30	EM FRENTE AO COLEGIO JORNALISTA COSTA PORTO	JORDÃO	COLISÃO	COLISÃO COM VÍTIMA		1				1				2	
5040	2016-06-23T00:00:00	10:56:00	SEM VÍTIMA	FINALIZADA	ARRUDA	AV BEBERIBE	""	""	DENTRO DO ESTACIONAMENTO DO BOM PREÇO	AV BEBERIBE	0	DENTRO DO ESTACIONAMENTO DO BOM PREÇO	ARRUDA	COLISÃO	COL.S/V	2									0	
5041	2016-06-23T00:00:00	12:17:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV CONSELHEIRO AGUIAR	1385	""	SEMAFORO 240, FAIXA A ESQUERDA	AV CONSELHEIRO AGUIAR	1385	SEMAFORO 240, FAIXA A ESQUERDA	BOA VIAGEM	COLISÃO	SEM VITIMAS	2									0	
5042	2016-06-23T00:00:00	12:18:00	SEM VÍTIMA	CANCELADA	ROSARINHO	AV SANTOS DUMONT	815	""	EM FRENTE AO EDF PEDRA DO SITIO DAS ROSEIRAS	AV SANTOS DUMONT	815	EM FRENTE AO EDF PEDRA DO SITIO DAS ROSEIRAS	ROSARINHO	COLISÃO	DOIS AUTOS	2									0	
5043	2016-06-23T00:00:00	12:22:00	SEM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	1043	""	EM FRENTE A MEIRA LINS S/ AEROPORTO	AV MARECHAL MASCARENHAS DE MORAES	1043	EM FRENTE A MEIRA LINS S/ AEROPORTO	IMBIRIBEIRA	COLISÃO	SEM VITIMAS	3									0	
5044	2016-06-23T00:00:00	12:27:00	SEM VÍTIMA	FINALIZADA	CAMPO GRANDE	AV. LUÍS CORRÊA DE BRITO	583	""	EM FRENTE AO ARMAZÉN SITIO NOVO LADO CONTRARIO	AV. LUÍS CORRÊA DE BRITO	583	EM FRENTE AO ARMAZÉN SITIO NOVO LADO CONTRARIO	CAMPO GRANDE	COLISÃO	1 MOTO 01 AUTO	1	1								0	
5045	2016-06-23T00:00:00	13:48:00	SEM VÍTIMA	CANCELADA	CURADO	BR 101 (DENTRO DA CEASA)	""	""	ESQUINA DAS FRUTAS	BR 101 (DENTRO DA CEASA)	0	ESQUINA DAS FRUTAS	CURADO	COLISÃO	SEM VITIMAS	2									0	
5046	2016-06-23T00:00:00	13:51:00	SEM VÍTIMA	FINALIZADA	PARNAMIRIM	RUA JOAO TUDE DE MELO	""	""	E/F POSTO SHELL, RESTURANTE GUAIAMUM GIGANTE	RUA JOAO TUDE DE MELO	0	E/F POSTO SHELL, RESTURANTE GUAIAMUM GIGANTE	PARNAMIRIM	COLISÃO	01 CAMINHÃO 01 AUTO	1						1			0	
5047	2016-06-23T00:00:00	14:19:00	SEM VÍTIMA	FINALIZADA	TORRE	RUA REAL DA TORRE	1168	""	""	RUA REAL DA TORRE	1168	""	TORRE	COLISÃO	SEM VITIMAS CTTU NO LOCAL	3									0	
5048	2016-06-23T00:00:00	14:34:00	COM VÍTIMA	FINALIZADA	VÁRZEA	RUA GASTAO VIDIGAL	""	""	PROX DA UPA NO SEMAFORO 281	RUA GASTAO VIDIGAL	0	PROX DA UPA NO SEMAFORO 281	VÁRZEA	COLISÃO	COLISAO DE MOTO E CAMINHAO COM UMA VITIMA		1					1			1	
5049	2016-06-23T00:00:00	15:22:00	SEM VÍTIMA	FINALIZADA	IMBIRIBEIRA	RUA IZABEL DE SOUZA	416	""	PROX DA RENAULT S/T BOA VIAGEM	RUA IZABEL DE SOUZA	416	PROX DA RENAULT S/T BOA VIAGEM	IMBIRIBEIRA	COLISÃO	COLISAO DE MOTO E AUTO S/V	1	1								0	
5050	2016-06-23T00:00:00	15:24:00	SEM VÍTIMA	FINALIZADA	SÃO JOSÉ	RUA IMPERIAL	1006	""	SEMAFORO 510	RUA IMPERIAL	1006	SEMAFORO 510	SÃO JOSÉ	COLISÃO	SEM VITIMAS	2									0	
5051	2016-06-23T00:00:00	15:39:00	SEM VÍTIMA	FINALIZADA	TEJIPIÓ	RUA DO SANCHO	""	""	EM BAIXO DO PONTILHÃO DA ESTAÇÃO TEJIPIÓ S/T TOTÓ.	RUA DO SANCHO	0	EM BAIXO DO PONTILHÃO DA ESTAÇÃO TEJIPIÓ S/T TOTÓ.	TEJIPIÓ	COLISÃO	01 MOTO 01 AUTO	1	1								0	
5052	2016-06-23T00:00:00	15:43:00	SEM VÍTIMA	FINALIZADA	BEBERIBE	AV BEBERIBE	673	""	CRUZAMENTO DA DISNOVE	AV BEBERIBE	673	CRUZAMENTO DA DISNOVE	BEBERIBE	COLISÃO	SEM VITIMAS	2									0	
5053	2016-06-23T00:00:00	16:06:00	SEM VÍTIMA	FINALIZADA	IPUTINGA	RUA SAO MATEUS	1060	""	EM FRENTE AO CONDOMINIO RENASCENSA	RUA SAO MATEUS	1060	EM FRENTE AO CONDOMINIO RENASCENSA	IPUTINGA	COLISÃO	SEM VITIMAS	2									0	
5054	2016-06-23T00:00:00	17:02:00	COM VÍTIMA	CANCELADA	CORDEIRO	RUA DR MIGUEL VIEIRA FERREIRA	325	""	E/F A ESCOLA GERÇÃO 2000 (ANTIGA RUA DA LAMA)	RUA DR MIGUEL VIEIRA FERREIRA	325	E/F A ESCOLA GERÇÃO 2000 (ANTIGA RUA DA LAMA)	CORDEIRO	COLISÃO	01 AUTO 01 MOTO	1	1								1	
5055	2016-06-23T00:00:00	17:04:00	SEM VÍTIMA	FINALIZADA	DOIS IRMÃOS	RUA DOIS IRMAOS	""	""	NA AV DO LAFEPE BAR DA CURVA	RUA DOIS IRMAOS	0	NA AV DO LAFEPE BAR DA CURVA	DOIS IRMÃOS	COLISÃO	COLISAO DE CAMINHAO E AUTO S/V										0	
5056	2016-06-23T00:00:00	17:35:00	SEM VÍTIMA	FINALIZADA	BOA VISTA	RUA DA AURORA	225	""	0	RUA DA AURORA	225	0	BOA VISTA	COLISÃO	DOIS AUTOS SEM VITIMAS	2									0	
5057	2016-06-23T00:00:00	20:01:00	COM VÍTIMA	FINALIZADA	SANTO ANTÔNIO	AV GUARARAPES	""	""	EM FRENTE A FACULDADE JOAQUIM NABUCO - VIA LOCAL/SENTIDO CIDADE	AV GUARARAPES	0	EM FRENTE A FACULDADE JOAQUIM NABUCO - VIA LOCAL/SENTIDO CIDADE	SANTO ANTÔNIO	ATROPELAMENTO	ONIBUS X MULHER					1	1				1	
5058	2016-06-23T00:00:00	21:37:00	COM VÍTIMA	FINALIZADA	ENCRUZILHADA	RUA DONA ELVIRA	287	""	EM FRENTE AO BAR BOTECO JANUARIO E CONFRARIA DO MAR	RUA DONA ELVIRA	287	EM FRENTE AO BAR BOTECO JANUARIO E CONFRARIA DO MAR	ENCRUZILHADA	COLISÃO	MOTO E AUTO	1	1								1	
5059	2016-06-23T00:00:00	23:41:00	COM VÍTIMA	FINALIZADA	VASCO DA GAMA	RUA ALTO DO EUCALIPTO	XX	""	PROX. TERMINAL DO VASCO DA GAMA, E EM FRENTE DO ARMAZEM BETO FERRAGEM	RUA ALTO DO EUCALIPTO	XX	PROX. TERMINAL DO VASCO DA GAMA, E EM FRENTE DO ARMAZEM BETO FERRAGEM	VASCO DA GAMA	ATROPELAMENTO	MOTO E PEDESTRE		1			1					1	
5060	2016-06-24T00:00:00	00:10:00	COM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	XX	""	EM FRENTE A INFRAERO SENT. PRAZERES	AV MARECHAL MASCARENHAS DE MORAES	XX	EM FRENTE A INFRAERO SENT. PRAZERES	IMBIRIBEIRA	COLISÃO	MOTO E AUTO	1	1								1	
5061	2016-06-24T00:00:00	00:16:00	SEM VÍTIMA	FINALIZADA	CASA AMARELA	AV NORTE	XX	""	EM FRENTE DO SESC, SENT. CASA AMARELA NO SEMAFORO 096	AV NORTE	XX	EM FRENTE DO SESC, SENT. CASA AMARELA NO SEMAFORO 096	CASA AMARELA	COLISÃO	AUTO E ONIBUS	1					1				0	
5062	2016-06-24T00:00:00	00:49:00	SEM VÍTIMA	FINALIZADA	BARRO	AV BEBERIBE	XX	""	CRUZAMENTO COM RUA VILAS BOAS, NO SEMAFORO 557	AV BEBERIBE	XX	CRUZAMENTO COM RUA VILAS BOAS, NO SEMAFORO 557	BARRO	COLISÃO	AUTO E ONIBUS	1					1				0	
5063	2016-06-24T00:00:00	03:40:00	COM VÍTIMA	FINALIZADA	ARRUDA	AV BEBERIBE	XX	""	EM FRENTE A DISNOVE, HA 200 METROS DO ESTADIO DO ARRUDA	AV BEBERIBE	XX	EM FRENTE A DISNOVE, HA 200 METROS DO ESTADIO DO ARRUDA	ARRUDA	COLISÃO	DOIS AUTOS	2									1	
5064	2016-06-24T00:00:00	06:29:00	SEM VÍTIMA	FINALIZADA	NOVA DESCOBERTA	RUA NOVA DESCOBERTA	343	""	300MT APOS O LARGO DONA REGINA,S/CORREGO DA AREIA	RUA NOVA DESCOBERTA	343	300MT APOS O LARGO DONA REGINA,S/CORREGO DA AREIA	NOVA DESCOBERTA	COLISÃO	SEM VITIMAS	3									0	
5065	2016-06-24T00:00:00	07:00:00	COM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV PINHEIROS	""	""	NO SEMAFORO Nº537	AV PINHEIROS	0	NO SEMAFORO Nº537	IMBIRIBEIRA	COLISÃO	COL.C/V	1	1								1	
5066	2016-06-24T00:00:00	12:01:00	SEM VÍTIMA	CANCELADA	IBURA	RUA DR BENIGNO JORDAO DE VASCONCELOS	7444	""	PROX AO MERCADINHO ECONIMICO	RUA DR BENIGNO JORDAO DE VASCONCELOS	7444	PROX AO MERCADINHO ECONIMICO	IBURA	COLISÃO	DUAS MOTOS		2								0	
5067	2016-06-24T00:00:00	14:37:00	SEM VÍTIMA	FINALIZADA	AFOGADOS	RUA COSME VIANA	""	""	SEMAFORO 525,CRUZ COM A RUA TRES DE AGOSTO	RUA COSME VIANA	0	SEMAFORO 525,CRUZ COM A RUA TRES DE AGOSTO	AFOGADOS	COLISÃO	SEM VITIMAS	2									0	
5068	2016-06-24T00:00:00	18:32:00	SEM VÍTIMA	FINALIZADA	CASA AMARELA	AV NORTE	""	""	PROX AO BAIRRO LIMA SENTIDI CIDADE	AV NORTE	0	PROX AO BAIRRO LIMA SENTIDI CIDADE	CASA AMARELA	COLISÃO	CAMINHAO BAU E AUTO	1						1			0	
5069	2016-06-24T00:00:00	19:41:00	SEM VÍTIMA	FINALIZADA	TEJIPIÓ	AV DR JOSE RUFINO	""	""	ENFR A ESTAÇÃO DO METRO E POSTO BEIRA RIO	AV DR JOSE RUFINO	0	ENFR A ESTAÇÃO DO METRO E POSTO BEIRA RIO	TEJIPIÓ	COLISÃO	DOIS AUTO E UM ONIBUS	2					1				0	
5070	2016-06-24T00:00:00	23:26:00	COM VÍTIMA	FINALIZADA	ARRUDA	RUA DO MACHADO	""	""	NO CRUZAMENTO COM RUA ZEFERINO AGRA, AO LADO DA IGRJA DE SANTO ANTONIO	RUA DO MACHADO	0	NO CRUZAMENTO COM RUA ZEFERINO AGRA, AO LADO DA IGRJA DE SANTO ANTONIO	ARRUDA	COLISÃO	COLISAO ENTRE AUTO E MOTO	1	1								1	
5071	2016-06-24T00:00:00	23:46:00	COM VÍTIMA	FINALIZADA	SANTO AMARO	RUA ODORICO MENDES	""	""	EM FRENTE AO IC	RUA ODORICO MENDES	0	EM FRENTE AO IC	SANTO AMARO	COLISÃO COM CICLISTA	COLISAO ENTRE AUTO E BICICLETA	1			1						1	
5072	2016-06-24T00:00:00	23:59:00	SEM VÍTIMA	FINALIZADA	AFOGADOS	EST DOS REMEDIOS	""	""	C/ ESTRADA DO BONGI - SEM. 394 (POSTO BR)	EST DOS REMEDIOS	0	C/ ESTRADA DO BONGI - SEM. 394 (POSTO BR)	AFOGADOS	COLISÃO	COLISÃO ENVOLVENDO VIATURA RP E AUTO PASSEIO	1							1		0	
5073	2016-06-25T00:00:00	08:52:00	COM VÍTIMA	FINALIZADA	GRAÇAS	AV SANTOS DUMONT	""	""	CRUZ COM A RUA TELES JUNIOR	AV SANTOS DUMONT	0	CRUZ COM A RUA TELES JUNIOR	GRAÇAS	COLISÃO	COLISÃO COM VITIMA	1	1								1	
5074	2016-06-25T00:00:00	09:31:00	SEM VÍTIMA	FINALIZADA	IPSEP	RUA JEAN EMILE FAVRE	""	""	SEMAFORO527,EM FRENTE A PADARIA PÃO NORTE	RUA JEAN EMILE FAVRE	0	SEMAFORO527,EM FRENTE A PADARIA PÃO NORTE	IPSEP	COLISÃO	SEM VITIMAS	1						1		1	0	
5075	2016-06-25T00:00:00	10:59:00	COM VÍTIMA	FINALIZADA	MACAXEIRA	AV NORTE	""	""	HA 50 METROS DA INTEGRAÇÃO DA MACAXEIRA	AV NORTE	0	HA 50 METROS DA INTEGRAÇÃO DA MACAXEIRA	MACAXEIRA	COLISÃO	COM CINCO VITIMAS SENDO SOCORRIDAS PELO SAMU						1	1		1	5	
5076	2016-06-25T00:00:00	11:58:00	COM VÍTIMA	CANCELADA	ARRUDA	AV PROFESSOR JOSE DOS ANJOS	""	""	COM A RUA PETRONILA BOTELHO NO SEMAFORO 554	AV PROFESSOR JOSE DOS ANJOS	0	COM A RUA PETRONILA BOTELHO NO SEMAFORO 554	ARRUDA	COLISÃO	COLISAO DE MOTO E AUTO COM UMA VITIMA	1	1								1	
5077	2016-06-25T00:00:00	12:06:00	SEM VÍTIMA	FINALIZADA	NOVA DESCOBERTA	RUA NOVA DESCOBERTA	947	""	""	RUA NOVA DESCOBERTA	947	0	NOVA DESCOBERTA	COLISÃO	COLISÃO COM VITIMA	1	1								0	
5078	2016-06-25T00:00:00	13:31:00	SEM VÍTIMA	FINALIZADA	AFOGADOS	RUA VINTE E UM DE ABRIL	1070	""	PANIFICADORA E MERCADO IPIRANGA	RUA VINTE E UM DE ABRIL	1070	PANIFICADORA E MERCADO IPIRANGA	AFOGADOS	COLISÃO	SEM VITIMAS	1					1				0	
5079	2016-06-25T00:00:00	15:10:00	COM VÍTIMA	FINALIZADA	IBURA	RUA DR BENIGNO JORDAO DE VASCONCELOS	375	""	APOS A UPA DE LAGOA ENCANTADA	RUA DR BENIGNO JORDAO DE VASCONCELOS	375	APOS A UPA DE LAGOA ENCANTADA	IBURA	COLISÃO	COLISAO DE MOTO E AUTO COM UMA VITIMA	1	1								1	
5080	2016-06-25T00:00:00	16:17:00	SEM VÍTIMA	FINALIZADA	IPSEP	AV RECIFE	""	""	EM FGRENTE AO POSTO SHELL NA SAIDA DI IBURA	AV RECIFE	0	EM FGRENTE AO POSTO SHELL NA SAIDA DI IBURA	IPSEP	COLISÃO	COLISAO ENTRE AUTO E MICROONIBUS	1					1				0	
5081	2016-06-25T00:00:00	16:34:00	SEM VÍTIMA	FINALIZADA	CAMPO GRANDE	AV CORREIA DE BRITO	445	""	PROX AO GUARANÁ DO HULK	AV CORREIA DE BRITO	445	PROX AO GUARANÁ DO HULK	CAMPO GRANDE	COLISÃO	01 AUTO 01 ONIBUS 01 CARROÇA	1					1			1	0	
5082	2016-06-25T00:00:00	17:21:00	SEM VÍTIMA	CANCELADA	BEBERIBE	AV BEBERIBE	3530	""	AO 50 METROS SESC SENAC	AV BEBERIBE	3530	AO 50 METROS SESC SENAC	BEBERIBE	COLISÃO	SEM VITIMAS	1					1				0	
5083	2016-06-25T00:00:00	19:00:00	SEM VÍTIMA	FINALIZADA	TORRE	AV PROFESSOR ESTEVAO FRANCISCO DA COSTA	""	""	PROXIMO AO CANAL	AV PROFESSOR ESTEVAO FRANCISCO DA COSTA	0	PROXIMO AO CANAL	TORRE	COLISÃO	0800 INDISPONÍVEL - DEMANDA RECEBIDA VIA TELEFONE	2									0	
5084	2016-06-25T00:00:00	22:19:00	SEM VÍTIMA	FINALIZADA	CASA AMARELA	RUA DA HARMONIA	""	""	CRUZAMENTO COM ESTRADA DO ARRAIAL	RUA DA HARMONIA	0	CRUZAMENTO COM ESTRADA DO ARRAIAL	CASA AMARELA	COLISÃO	0800 INDISPONÍVEL - DEMANDA RECEBIDA VIA RÁDIO	1	1								0	
5085	2016-06-26T00:00:00	10:20:00	SEM VÍTIMA	FINALIZADA	ESTÂNCIA	RUA FERNANDO BARROCA	80	""	""	RUA FERNANDO BARROCA	80	0	ESTÂNCIA	COLISÃO	""	1	1								0	
5086	2016-06-26T00:00:00	20:46:00	SEM VÍTIMA	FINALIZADA	IPUTINGA	RUA N S DA SAUDE	""	""	PROXIMO AO TERMINAL DA TORRE	RUA N S DA SAUDE	0	PROXIMO AO TERMINAL DA TORRE	IPUTINGA	COLISÃO	AUTO E MOTO	1	1								0	
5087	2016-06-26T00:00:00	23:24:00	COM VÍTIMA	FINALIZADA	SÃO JOSÉ	RUA DA CONCORDIA	""	""	COM A RUA DO PEIXOTO	RUA DA CONCORDIA	0	COM A RUA DO PEIXOTO	SÃO JOSÉ	COLISÃO	ONIBUS E MOTO		1				1				1	
5088	2016-06-27T00:00:00	09:07:00	SEM VÍTIMA	FINALIZADA	DERBY	AV GOVERNADOR AGAMENON MAGALHAES	XX	""	EM FRENTE AO HOSPITAL DA RESTAURAÇÃO PISTA LOCAL, SENTIDO BOA VIAGEM	AV GOVERNADOR AGAMENON MAGALHAES	XX	EM FRENTE AO HOSPITAL DA RESTAURAÇÃO PISTA LOCAL, SENTIDO BOA VIAGEM	DERBY	COLISÃO	ÔNIBUS E AUTO, SEM VÍTIMA	1					1				0	
5089	2016-06-27T00:00:00	09:56:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA ERNESTO DE PAULA SANTOS	""	""	""	RUA ERNESTO DE PAULA SANTOS	0	0	BOA VIAGEM	COLISÃO	COLISÃO ENTRE DOIS AUTOS										0	
5090	2016-06-27T00:00:00	10:14:00	COM VÍTIMA	FINALIZADA	ROSARINHO	RUA SALVADOR DE SA	502	""	AO LADO DO POSTO BR	RUA SALVADOR DE SA	502	AO LADO DO POSTO BR	ROSARINHO	COLISÃO	COM UMA VITIMA	1	1								1	
5091	2016-06-27T00:00:00	10:30:00	SEM VÍTIMA	FINALIZADA	NOVA DESCOBERTA	RUA JORNALISTA WALDETE AGRA	""	""	NO TERMINAL DOS ÔNIBUS DE NOVA DESCOBERTA	RUA JORNALISTA WALDETE AGRA	0	NO TERMINAL DOS ÔNIBUS DE NOVA DESCOBERTA	NOVA DESCOBERTA	COLISÃO	COL.S/V	1					1				0	
5092	2016-06-27T00:00:00	11:24:00	SEM VÍTIMA	FINALIZADA	GRAÇAS	RUA DAS GRACAS	""	""	AO LADO DA IGREJA DAS GRAÇAS	RUA DAS GRACAS	0	AO LADO DA IGREJA DAS GRAÇAS	GRAÇAS	COLISÃO	SEM VITIMAS	2									0	
5093	2016-06-27T00:00:00	12:59:00	COM VÍTIMA	FINALIZADA	CAXANGÁ	RUA RIBEIRO PESSOA	""	""	CRUZ DA AVENIDA CAXANGÁ	RUA RIBEIRO PESSOA	0	CRUZ DA AVENIDA CAXANGÁ	CAXANGÁ	COLISÃO	COLISÃO COM VITIMA	1						1			3	
5094	2016-06-27T00:00:00	13:34:00	SEM VÍTIMA	FINALIZADA	BAIRRO DO RECIFE	AV ALFREDO LISBOA	""	""	EM FRENTE AO POSTO BR. APOS A PONTE GIRATORIA, ANTES DA LOMBADA	AV ALFREDO LISBOA	0	EM FRENTE AO POSTO BR. APOS A PONTE GIRATORIA, ANTES DA LOMBADA	BAIRRO DO RECIFE	COLISÃO	COLISAO ENTRE AUTO E ONIBUS	1					1				0	
5095	2016-06-27T00:00:00	13:52:00	SEM VÍTIMA	FINALIZADA	BOA VISTA	AV MANOEL BORBA	134	""	COM A RUA GERVASIO PIRES	AV MANOEL BORBA	134	COM A RUA GERVASIO PIRES	BOA VISTA	COLISÃO	DOIS AUTOS										0	
